No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
712.0,2230,2084,4,1,-146,121,115,14,0,1,0.0056179775280898875,0.0014044943820224719,0.1699438202247191,0.16151685393258428,0.0,0.021067415730337078,3
713.0,2233,2084,4,1,-149,122,115,14,0,1,0.005610098176718092,0.001402524544179523,0.17110799438990182,0.16129032258064516,0.0,0.021037868162692847,3
714.0,2236,2092,4,1,-144,122,115,14,0,1,0.0056022408963585435,0.0014005602240896359,0.17086834733893558,0.16106442577030813,0.0,0.02100840336134454,3
715.0,2239,2092,4,1,-147,122,115,15,0,1,0.005594405594405594,0.0013986013986013986,0.17062937062937064,0.16083916083916083,0.0,0.022377622377622378,3
716.0,2242,2094,4,1,-148,122,116,15,0,1,0.00558659217877095,0.0013966480446927375,0.17039106145251395,0.16201117318435754,0.0,0.0223463687150838,3
717.0,2245,2097,4,1,-148,122,116,15,0,1,0.005578800557880056,0.001394700139470014,0.1701534170153417,0.16178521617852162,0.0,0.022315202231520222,3
718.0,2248,2097,4,1,-151,122,116,15,0,1,0.005571030640668524,0.001392757660167131,0.16991643454038996,0.1615598885793872,0.0,0.022284122562674095,3
719.0,2251,2097,4,1,-154,122,116,15,0,1,0.005563282336578581,0.0013908205841446453,0.16968011126564672,0.16133518776077885,0.0,0.022253129346314324,3
720.0,2254,2097,4,1,-157,123,116,15,0,1,0.005555555555555556,0.001388888888888889,0.17083333333333334,0.16111111111111112,0.0,0.022222222222222223,3
721.0,2257,2105,4,1,-152,123,116,15,0,1,0.005547850208044383,0.0013869625520110957,0.17059639389736478,0.1608876560332871,0.0,0.022191400832177532,3
722.0,2260,2105,4,1,-155,123,116,15,0,1,0.00554016620498615,0.0013850415512465374,0.1703601108033241,0.16066481994459833,0.0,0.0221606648199446,3
723.0,2263,2105,4,1,-158,123,117,15,0,1,0.005532503457814661,0.0013831258644536654,0.17012448132780084,0.16182572614107885,0.0,0.022130013831258646,3
724.0,2266,2108,4,1,-158,123,117,15,0,1,0.0055248618784530384,0.0013812154696132596,0.16988950276243095,0.16160220994475138,0.0,0.022099447513812154,3
725.0,2269,2108,4,1,-161,123,117,15,0,1,0.005517241379310344,0.001379310344827586,0.1696551724137931,0.16137931034482758,0.0,0.022068965517241378,3
726.0,2272,2108,4,1,-164,123,117,15,0,1,0.005509641873278237,0.0013774104683195593,0.16942148760330578,0.16115702479338842,0.0,0.02203856749311295,3
727.0,2275,2108,4,1,-167,123,117,15,0,1,0.005502063273727648,0.001375515818431912,0.16918844566712518,0.1609353507565337,0.0,0.02200825309491059,3
728.0,2278,2108,4,1,-170,123,117,15,0,1,0.005494505494505495,0.0013736263736263737,0.16895604395604397,0.16071428571428573,0.0,0.02197802197802198,3
729.0,2281,2108,4,1,-173,123,117,15,0,1,0.0054869684499314125,0.0013717421124828531,0.16872427983539096,0.16049382716049382,0.0,0.02194787379972565,3
730.0,2284,2108,4,1,-176,123,118,15,0,1,0.005479452054794521,0.0013698630136986301,0.1684931506849315,0.16164383561643836,0.0,0.021917808219178082,3
731.0,2287,2111,4,1,-176,124,118,15,0,1,0.005471956224350205,0.0013679890560875513,0.16963064295485636,0.16142270861833105,0.0,0.02188782489740082,3
732.0,2290,2119,4,1,-171,124,118,15,0,1,0.00546448087431694,0.001366120218579235,0.16939890710382513,0.16120218579234974,0.0,0.02185792349726776,3
733.0,2291,2119,4,2,-172,124,118,15,0,1,0.005457025920873124,0.002728512960436562,0.16916780354706684,0.16098226466575716,0.0,0.021828103683492497,3
734.0,2336,2413,4,2,77,124,118,15,0,1,0.005449591280653951,0.0027247956403269754,0.16893732970027248,0.16076294277929154,0.0,0.021798365122615803,3
735.0,2339,2413,4,2,74,124,119,15,0,1,0.005442176870748299,0.0027210884353741495,0.16870748299319727,0.1619047619047619,0.0,0.021768707482993196,3
736.0,2342,2416,4,2,74,124,119,15,0,1,0.005434782608695652,0.002717391304347826,0.16847826086956522,0.16168478260869565,0.0,0.021739130434782608,3
737.0,2345,2416,4,2,71,124,119,15,0,1,0.005427408412483039,0.0027137042062415195,0.16824966078697423,0.1614654002713704,0.0,0.021709633649932156,3
738.0,2348,2416,4,2,68,124,119,15,0,1,0.005420054200542005,0.0027100271002710027,0.16802168021680217,0.16124661246612465,0.0,0.02168021680216802,3
739.0,2351,2416,4,2,65,124,119,15,0,1,0.005412719891745603,0.0027063599458728013,0.16779431664411368,0.16102841677943167,0.0,0.02165087956698241,3
740.0,2354,2416,4,2,62,124,120,15,0,1,0.005405405405405406,0.002702702702702703,0.16756756756756758,0.16216216216216217,0.0,0.021621621621621623,3
741.0,2357,2419,4,2,62,124,120,15,0,1,0.005398110661268556,0.002699055330634278,0.16734143049932523,0.16194331983805668,0.0,0.021592442645074223,3
742.0,2360,2419,4,2,59,124,120,15,0,1,0.005390835579514825,0.0026954177897574125,0.16711590296495957,0.16172506738544473,0.0,0.0215633423180593,3
743.0,2363,2419,4,2,56,124,120,15,0,1,0.005383580080753701,0.0026917900403768506,0.16689098250336473,0.16150740242261102,0.0,0.021534320323014805,3
744.0,2366,2419,4,2,53,124,120,15,0,1,0.005376344086021506,0.002688172043010753,0.16666666666666666,0.16129032258064516,0.0,0.021505376344086023,3
745.0,2369,2419,4,2,50,124,120,15,0,1,0.005369127516778523,0.0026845637583892616,0.16644295302013423,0.1610738255033557,0.0,0.021476510067114093,3
746.0,2372,2419,4,2,47,124,120,15,0,1,0.005361930294906166,0.002680965147453083,0.16621983914209115,0.16085790884718498,0.0,0.021447721179624665,3
747.0,2375,2419,4,2,44,124,121,15,0,1,0.00535475234270415,0.002677376171352075,0.16599732262382866,0.16198125836680052,0.0,0.0214190093708166,3
748.0,2378,2422,4,2,44,124,121,15,0,1,0.0053475935828877,0.00267379679144385,0.1657754010695187,0.16176470588235295,0.0,0.0213903743315508,3
749.0,2381,2422,4,2,41,124,121,15,0,1,0.0053404539385847796,0.0026702269692923898,0.16555407209612816,0.16154873164218958,0.0,0.021361815754339118,3
750.0,2384,2422,4,2,38,124,121,15,0,1,0.005333333333333333,0.0026666666666666666,0.16533333333333333,0.16133333333333333,0.0,0.021333333333333333,3
751.0,2387,2422,4,2,35,125,121,15,0,1,0.005326231691078562,0.002663115845539281,0.16644474034620507,0.1611185086551265,0.0,0.02130492676431425,3
752.0,2390,2430,4,2,40,125,121,15,0,1,0.005319148936170213,0.0026595744680851063,0.16622340425531915,0.16090425531914893,0.0,0.02127659574468085,3
753.0,2393,2430,4,2,37,125,122,15,0,1,0.005312084993359893,0.0026560424966799467,0.16600265604249667,0.16201859229747675,0.0,0.021248339973439574,3
754.0,2396,2433,4,2,37,125,122,15,0,1,0.005305039787798408,0.002652519893899204,0.16578249336870027,0.16180371352785147,0.0,0.021220159151193633,3
755.0,2399,2433,4,2,34,125,123,15,0,1,0.005298013245033113,0.0026490066225165563,0.16556291390728478,0.1629139072847682,0.0,0.02119205298013245,3
756.0,2402,2436,4,2,34,126,123,15,0,1,0.005291005291005291,0.0026455026455026454,0.16666666666666666,0.1626984126984127,0.0,0.021164021164021163,3
757.0,2405,2444,4,2,39,126,123,15,0,1,0.005284015852047556,0.002642007926023778,0.166446499339498,0.16248348745046234,0.0,0.021136063408190225,3
758.0,2408,2444,4,2,36,126,123,15,0,1,0.005277044854881266,0.002638522427440633,0.1662269129287599,0.16226912928759896,0.0,0.021108179419525065,3
759.0,2411,2444,4,2,33,126,124,15,0,1,0.005270092226613966,0.002635046113306983,0.16600790513833993,0.16337285902503293,0.0,0.021080368906455864,3
760.0,2414,2447,4,2,33,126,124,15,0,1,0.005263157894736842,0.002631578947368421,0.16578947368421051,0.1631578947368421,0.0,0.021052631578947368,3
761.0,2417,2447,4,2,30,126,124,15,0,1,0.005256241787122208,0.002628120893561104,0.16557161629434955,0.16294349540078842,0.0,0.02102496714848883,3
762.0,2420,2447,4,2,27,126,124,15,0,1,0.005249343832020997,0.0026246719160104987,0.16535433070866143,0.16272965879265092,0.0,0.02099737532808399,3
763.0,2423,2447,4,2,24,127,124,15,0,1,0.005242463958060288,0.002621231979030144,0.16644823066841416,0.16251638269986893,0.0,0.020969855832241154,3
764.0,2426,2455,4,2,29,127,124,15,0,1,0.005235602094240838,0.002617801047120419,0.1662303664921466,0.16230366492146597,0.0,0.020942408376963352,3
765.0,2429,2455,4,2,26,127,124,15,0,1,0.00522875816993464,0.00261437908496732,0.16601307189542483,0.16209150326797386,0.0,0.02091503267973856,3
766.0,2432,2455,4,2,23,127,124,15,0,1,0.005221932114882507,0.0026109660574412533,0.16579634464751958,0.1618798955613577,0.0,0.020887728459530026,3
767.0,2435,2455,4,2,20,127,124,15,0,1,0.005215123859191656,0.002607561929595828,0.16558018252933507,0.16166883963494133,0.0,0.020860495436766623,3
768.0,2438,2455,4,2,17,127,125,15,0,1,0.005208333333333333,0.0026041666666666665,0.16536458333333334,0.16276041666666666,0.0,0.020833333333333332,3
769.0,2441,2458,4,2,17,127,126,15,0,1,0.005201560468140442,0.002600780234070221,0.16514954486345904,0.16384915474642392,0.0,0.02080624187256177,3
770.0,2444,2461,4,2,17,127,126,15,0,1,0.005194805194805195,0.0025974025974025974,0.16493506493506493,0.16363636363636364,0.0,0.02077922077922078,3
771.0,2447,2461,4,2,14,127,126,15,0,1,0.005188067444876783,0.0025940337224383916,0.16472114137483787,0.16342412451361868,0.0,0.020752269779507133,3
772.0,2450,2461,4,2,11,127,126,15,0,1,0.0051813471502590676,0.0025906735751295338,0.1645077720207254,0.16321243523316062,0.0,0.02072538860103627,3
773.0,2453,2461,4,2,8,127,126,15,0,1,0.00517464424320828,0.00258732212160414,0.16429495472186287,0.1630012936610608,0.0,0.02069857697283312,3
774.0,2456,2461,4,2,5,127,126,15,0,1,0.00516795865633075,0.002583979328165375,0.1640826873385013,0.16279069767441862,0.0,0.020671834625323,3
775.0,2459,2461,4,2,2,128,126,15,0,1,0.005161290322580645,0.0025806451612903226,0.16516129032258065,0.1625806451612903,0.0,0.02064516129032258,3
776.0,2462,2469,4,2,7,128,126,16,0,1,0.005154639175257732,0.002577319587628866,0.16494845360824742,0.16237113402061856,0.0,0.02190721649484536,3
777.0,2465,2471,4,2,6,128,127,16,0,1,0.005148005148005148,0.002574002574002574,0.16473616473616473,0.16344916344916344,0.0,0.021879021879021878,3
778.0,2468,2474,4,2,6,128,127,16,0,1,0.005141388174807198,0.002570694087403599,0.16452442159383032,0.16323907455012854,0.0,0.021850899742930592,3
779.0,2471,2474,4,2,3,129,127,16,0,1,0.005134788189987163,0.0025673940949935813,0.16559691912708602,0.16302952503209242,0.0,0.021822849807445442,3
780.0,2474,2482,4,2,8,129,127,16,0,1,0.005128205128205128,0.002564102564102564,0.16538461538461538,0.16282051282051282,0.0,0.021794871794871794,3
781.0,2477,2482,4,2,5,129,127,16,0,1,0.005121638924455826,0.002560819462227913,0.16517285531370038,0.16261203585147246,0.0,0.02176696542893726,3
782.0,2480,2482,4,2,2,129,127,16,0,1,0.005115089514066497,0.0025575447570332483,0.1649616368286445,0.16240409207161124,0.0,0.021739130434782608,3
783.0,2483,2482,4,2,-1,129,127,16,0,1,0.005108556832694764,0.002554278416347382,0.16475095785440613,0.16219667943805874,0.0,0.021711366538952746,3
784.0,2486,2482,4,2,-4,129,127,17,0,1,0.00510204081632653,0.002551020408163265,0.16454081632653061,0.16198979591836735,0.0,0.02295918367346939,3
785.0,2489,2484,4,2,-5,129,127,17,0,1,0.005095541401273885,0.0025477707006369425,0.1643312101910828,0.16178343949044585,0.0,0.022929936305732482,3
786.0,2492,2484,4,2,-8,129,127,17,0,1,0.005089058524173028,0.002544529262086514,0.16412213740458015,0.16157760814249364,0.0,0.022900763358778626,3
787.0,2495,2484,4,2,-11,129,127,17,0,1,0.005082592121982211,0.0025412960609911056,0.1639135959339263,0.1613722998729352,0.0,0.022871664548919948,3
788.0,2498,2484,4,2,-14,129,127,17,0,1,0.005076142131979695,0.0025380710659898475,0.16370558375634517,0.16116751269035534,0.0,0.02284263959390863,3
789.0,2501,2484,4,2,-17,129,127,17,0,1,0.005069708491761723,0.0025348542458808617,0.1634980988593156,0.16096324461343473,0.0,0.022813688212927757,3
790.0,2504,2484,4,2,-20,130,127,17,0,1,0.005063291139240506,0.002531645569620253,0.16455696202531644,0.16075949367088607,0.0,0.02278481012658228,3
791.0,2507,2492,4,2,-15,130,127,18,0,1,0.0050568900126422255,0.0025284450063211127,0.16434892541087232,0.16055625790139064,0.0,0.02402022756005057,3
792.0,2510,2494,4,2,-16,130,128,18,0,1,0.005050505050505051,0.0025252525252525255,0.16414141414141414,0.16161616161616163,0.0,0.023989898989898988,3
793.0,2513,2497,4,2,-16,130,128,18,0,1,0.005044136191677175,0.0025220680958385876,0.16393442622950818,0.1614123581336696,0.0,0.02395964691046658,3
794.0,2516,2497,4,2,-19,131,128,18,0,1,0.005037783375314861,0.0025188916876574307,0.16498740554156172,0.16120906801007556,0.0,0.02392947103274559,3
795.0,2519,2505,4,2,-14,131,128,18,0,1,0.005031446540880503,0.0025157232704402514,0.16477987421383647,0.1610062893081761,0.0,0.02389937106918239,3
796.0,2522,2505,4,2,-17,131,129,18,0,1,0.005025125628140704,0.002512562814070352,0.16457286432160803,0.1620603015075377,0.0,0.02386934673366834,3
797.0,2525,2508,4,2,-17,131,129,18,0,1,0.005018820577164366,0.002509410288582183,0.164366373902133,0.1618569636135508,0.0,0.02383939774153074,3
798.0,2528,2508,4,2,-20,131,129,18,0,1,0.005012531328320802,0.002506265664160401,0.16416040100250626,0.16165413533834586,0.0,0.023809523809523808,3
799.0,2531,2508,4,2,-23,131,130,18,0,1,0.0050062578222778474,0.0025031289111389237,0.1639549436795995,0.16270337922403003,0.0,0.023779724655819776,3
800.0,2534,2511,4,2,-23,131,131,18,0,1,0.005,0.0025,0.16375,0.16375,0.0,0.02375,3
801.0,2537,2514,4,2,-23,131,131,18,0,1,0.004993757802746567,0.0024968789013732834,0.16354556803995007,0.16354556803995007,0.0,0.02372034956304619,3
802.0,2540,2514,4,2,-26,131,131,18,0,1,0.004987531172069825,0.0024937655860349127,0.1633416458852868,0.1633416458852868,0.0,0.02369077306733167,3
803.0,2543,2514,4,2,-29,131,131,18,0,1,0.0049813200498132005,0.0024906600249066002,0.16313823163138233,0.16313823163138233,0.0,0.023661270236612703,3
804.0,2546,2514,4,2,-32,131,131,18,0,1,0.004975124378109453,0.0024875621890547263,0.16293532338308458,0.16293532338308458,0.0,0.0236318407960199,3
805.0,2549,2514,4,2,-35,131,131,18,0,1,0.004968944099378882,0.002484472049689441,0.16273291925465838,0.16273291925465838,0.0,0.02360248447204969,3
806.0,2552,2514,4,2,-38,131,131,18,0,1,0.004962779156327543,0.0024813895781637717,0.16253101736972705,0.16253101736972705,0.0,0.02357320099255583,3
807.0,2555,2514,4,2,-41,131,131,18,0,1,0.004956629491945477,0.0024783147459727386,0.1623296158612144,0.1623296158612144,0.0,0.023543990086741014,3
808.0,2558,2514,4,2,-44,131,131,18,0,1,0.0049504950495049506,0.0024752475247524753,0.16212871287128713,0.16212871287128713,0.0,0.023514851485148515,3
809.0,2561,2514,4,2,-47,131,131,18,0,1,0.004944375772558714,0.002472187886279357,0.1619283065512979,0.1619283065512979,0.0,0.023485784919653894,3
810.0,2564,2514,4,2,-50,132,131,18,0,1,0.0049382716049382715,0.0024691358024691358,0.16296296296296298,0.1617283950617284,0.0,0.02345679012345679,3
811.0,2567,2522,4,2,-45,132,131,18,0,1,0.004932182490752158,0.002466091245376079,0.16276202219482122,0.16152897657213316,0.0,0.02342786683107275,3
812.0,2570,2522,4,2,-48,132,131,18,0,1,0.0049261083743842365,0.0024630541871921183,0.1625615763546798,0.16133004926108374,0.0,0.023399014778325122,3
813.0,2573,2522,4,2,-51,133,131,18,0,1,0.004920049200492005,0.0024600246002460025,0.16359163591635917,0.16113161131611317,0.0,0.023370233702337023,3
814.0,2576,2530,4,2,-46,133,132,18,0,1,0.004914004914004914,0.002457002457002457,0.16339066339066338,0.16216216216216217,0.0,0.02334152334152334,3
815.0,2579,2533,4,2,-46,133,132,18,0,1,0.0049079754601227,0.00245398773006135,0.16319018404907976,0.1619631901840491,0.0,0.023312883435582823,3
816.0,2582,2533,4,2,-49,134,132,18,0,1,0.004901960784313725,0.0024509803921568627,0.1642156862745098,0.16176470588235295,0.0,0.023284313725490197,3
817.0,2585,2541,4,2,-44,135,132,18,0,1,0.004895960832313341,0.0024479804161566705,0.16523867809057527,0.16156670746634028,0.0,0.023255813953488372,3
818.0,2588,2549,4,2,-39,135,132,18,0,1,0.004889975550122249,0.0024449877750611247,0.16503667481662593,0.16136919315403422,0.0,0.023227383863080684,3
819.0,2591,2549,4,2,-42,136,132,18,0,1,0.004884004884004884,0.002442002442002442,0.16605616605616605,0.16117216117216118,0.0,0.0231990231990232,3
820.0,2594,2557,4,2,-37,136,132,18,0,1,0.004878048780487805,0.0024390243902439024,0.16585365853658537,0.16097560975609757,0.0,0.023170731707317073,3
821.0,2597,2557,4,2,-40,136,132,18,0,1,0.0048721071863581,0.00243605359317905,0.1656516443361754,0.1607795371498173,0.0,0.023142509135200974,3
822.0,2600,2557,4,2,-43,136,132,18,0,1,0.004866180048661801,0.0024330900243309003,0.1654501216545012,0.16058394160583941,0.0,0.023114355231143552,3
823.0,2603,2557,4,2,-46,136,132,18,0,1,0.004860267314702308,0.002430133657351154,0.1652490886998785,0.16038882138517618,0.0,0.023086269744835967,3
824.0,2606,2557,4,2,-49,137,132,18,0,1,0.0048543689320388345,0.0024271844660194173,0.1662621359223301,0.16019417475728157,0.0,0.023058252427184466,3
825.0,2609,2565,4,2,-44,137,132,18,0,1,0.0048484848484848485,0.0024242424242424242,0.16606060606060605,0.16,0.0,0.02303030303030303,3
826.0,2612,2565,4,2,-47,138,132,18,0,1,0.004842615012106538,0.002421307506053269,0.16707021791767554,0.15980629539951574,0.0,0.023002421307506054,3
827.0,2615,2573,4,2,-42,138,132,18,0,1,0.0048367593712212815,0.0024183796856106408,0.16686819830713423,0.1596130592503023,0.0,0.022974607013301087,3
828.0,2618,2573,4,2,-45,138,132,18,0,1,0.004830917874396135,0.0024154589371980675,0.16666666666666666,0.15942028985507245,0.0,0.022946859903381644,3
829.0,2621,2573,4,2,-48,139,132,18,0,1,0.0048250904704463205,0.0024125452352231603,0.16767189384800965,0.15922798552472858,0.0,0.022919179734620022,3
830.0,2624,2581,4,2,-43,139,132,18,0,1,0.004819277108433735,0.0024096385542168677,0.1674698795180723,0.15903614457831325,0.0,0.02289156626506024,3
831.0,2627,2581,4,2,-46,139,132,18,0,1,0.0048134777376654635,0.0024067388688327317,0.16726835138387486,0.1588447653429603,0.0,0.02286401925391095,3
832.0,2630,2581,4,2,-49,139,133,18,0,1,0.004807692307692308,0.002403846153846154,0.16706730769230768,0.15985576923076922,0.0,0.02283653846153846,3
833.0,2633,2584,4,2,-49,139,133,18,0,1,0.004801920768307323,0.0024009603841536613,0.16686674669867949,0.15966386554621848,0.0,0.022809123649459785,3
834.0,2636,2584,4,2,-52,139,133,18,0,1,0.004796163069544364,0.002398081534772182,0.16666666666666666,0.15947242206235013,0.0,0.022781774580335732,3
835.0,2639,2584,4,2,-55,139,133,18,0,1,0.004790419161676647,0.0023952095808383233,0.1664670658682635,0.1592814371257485,0.0,0.022754491017964073,3
836.0,2642,2584,4,2,-58,139,133,18,0,1,0.004784688995215311,0.0023923444976076554,0.16626794258373206,0.1590909090909091,0.0,0.022727272727272728,3
837.0,2645,2584,4,2,-61,139,133,18,0,1,0.0047789725209080045,0.0023894862604540022,0.16606929510155316,0.15890083632019117,0.0,0.022700119474313024,3
838.0,2648,2584,4,2,-64,139,134,18,0,1,0.00477326968973747,0.002386634844868735,0.1658711217183771,0.15990453460620524,0.0,0.022673031026252982,3
839.0,2651,2587,4,2,-64,139,134,18,0,1,0.004767580452920143,0.0023837902264600714,0.16567342073897498,0.15971394517282478,0.0,0.02264600715137068,3
840.0,2654,2587,4,2,-67,139,134,18,0,1,0.004761904761904762,0.002380952380952381,0.16547619047619047,0.1595238095238095,0.0,0.02261904761904762,3
841.0,2657,2587,4,2,-70,139,134,18,0,1,0.0047562425683709865,0.0023781212841854932,0.16527942925089179,0.15933412604042807,0.0,0.022592152199762187,3
842.0,2660,2587,4,2,-73,139,134,18,0,1,0.004750593824228029,0.0023752969121140144,0.16508313539192399,0.15914489311163896,0.0,0.022565320665083134,3
843.0,2663,2587,4,2,-76,139,134,18,0,1,0.004744958481613286,0.002372479240806643,0.16488730723606168,0.15895610913404506,0.0,0.022538552787663108,3
844.0,2666,2587,4,2,-79,139,134,18,0,1,0.004739336492890996,0.002369668246445498,0.1646919431279621,0.15876777251184834,0.0,0.022511848341232227,3
845.0,2669,2587,4,2,-82,139,134,18,0,1,0.004733727810650888,0.002366863905325444,0.16449704142011834,0.15857988165680473,0.0,0.022485207100591716,3
846.0,2672,2587,4,2,-85,139,134,18,0,1,0.004728132387706856,0.002364066193853428,0.16430260047281323,0.15839243498817968,0.0,0.022458628841607566,3
847.0,2675,2587,4,2,-88,139,134,18,0,1,0.004722550177095631,0.0023612750885478157,0.1641086186540732,0.15820543093270367,0.0,0.02243211334120425,3
848.0,2678,2587,4,2,-91,139,134,18,0,1,0.0047169811320754715,0.0023584905660377358,0.16391509433962265,0.1580188679245283,0.0,0.02240566037735849,3
849.0,2681,2587,4,2,-94,139,134,18,0,1,0.004711425206124852,0.002355712603062426,0.16372202591283863,0.15783274440518258,0.0,0.02237926972909305,3
850.0,2684,2587,4,2,-97,139,134,18,0,1,0.004705882352941176,0.002352941176470588,0.1635294117647059,0.15764705882352942,0.0,0.02235294117647059,3
851.0,2687,2587,4,2,-100,139,134,18,0,1,0.004700352526439483,0.0023501762632197414,0.16333725029377202,0.15746180963572268,0.0,0.022326674500587545,3
852.0,2690,2587,4,2,-103,140,134,18,0,1,0.004694835680751174,0.002347417840375587,0.1643192488262911,0.1572769953051643,0.0,0.022300469483568074,3
853.0,2693,2595,4,2,-98,140,134,18,0,1,0.004689331770222743,0.0023446658851113715,0.16412661195779601,0.1570926143024619,0.0,0.022274325908558032,3
854.0,2696,2595,4,2,-101,140,135,18,0,1,0.00468384074941452,0.00234192037470726,0.16393442622950818,0.15807962529274006,0.0,0.02224824355971897,3
855.0,2699,2598,4,2,-101,140,135,18,0,1,0.004678362573099415,0.0023391812865497076,0.16374269005847952,0.15789473684210525,0.0,0.022222222222222223,3
856.0,2702,2598,4,2,-104,140,135,18,0,1,0.004672897196261682,0.002336448598130841,0.16355140186915887,0.15771028037383178,0.0,0.02219626168224299,3
857.0,2705,2598,4,2,-107,140,135,18,0,1,0.004667444574095682,0.002333722287047841,0.1633605600933489,0.15752625437572929,0.0,0.022170361726954493,3
858.0,2708,2598,4,2,-110,141,135,18,0,1,0.004662004662004662,0.002331002331002331,0.16433566433566432,0.15734265734265734,0.0,0.022144522144522144,3
859.0,2711,2606,4,2,-105,141,135,18,0,1,0.004656577415599534,0.002328288707799767,0.16414435389988358,0.15715948777648428,0.0,0.02211874272409779,3
860.0,2714,2606,4,2,-108,141,135,18,0,1,0.004651162790697674,0.002325581395348837,0.16395348837209303,0.1569767441860465,0.0,0.022093023255813953,3
861.0,2717,2606,4,2,-111,141,135,18,0,1,0.004645760743321719,0.0023228803716608595,0.16376306620209058,0.156794425087108,0.0,0.022067363530778164,3
862.0,2720,2606,4,2,-114,141,135,18,0,1,0.004640371229698376,0.002320185614849188,0.16357308584686775,0.15661252900232017,0.0,0.022041763341067284,3
863.0,2723,2606,4,2,-117,141,135,18,0,1,0.004634994206257242,0.002317497103128621,0.1633835457705678,0.1564310544611819,0.0,0.0220162224797219,3
864.0,2726,2606,4,2,-120,141,135,18,0,1,0.004629629629629629,0.0023148148148148147,0.16319444444444445,0.15625,0.0,0.02199074074074074,3
865.0,2729,2606,4,2,-123,141,135,18,0,1,0.004624277456647399,0.0023121387283236996,0.1630057803468208,0.15606936416184972,0.0,0.021965317919075144,3
866.0,2732,2606,4,2,-126,141,135,18,0,1,0.004618937644341801,0.0023094688221709007,0.1628175519630485,0.1558891454965358,0.0,0.021939953810623556,3
867.0,2735,2606,4,2,-129,142,135,18,0,1,0.00461361014994233,0.002306805074971165,0.1637831603229527,0.15570934256055363,0.0,0.02191464821222607,3
868.0,2738,2614,4,2,-124,142,135,18,0,1,0.004608294930875576,0.002304147465437788,0.16359447004608296,0.15552995391705068,0.0,0.021889400921658985,3
869.0,2741,2614,4,2,-127,142,135,18,0,1,0.004602991944764097,0.0023014959723820483,0.16340621403912542,0.15535097813578827,0.0,0.02186421173762946,3
870.0,2744,2614,4,2,-130,142,135,18,0,1,0.004597701149425287,0.0022988505747126436,0.1632183908045977,0.15517241379310345,0.0,0.021839080459770115,3
871.0,2747,2614,4,2,-133,142,135,18,0,1,0.004592422502870264,0.002296211251435132,0.16303099885189437,0.1549942594718714,0.0,0.021814006888633754,3
872.0,2750,2614,4,2,-136,142,136,18,0,1,0.0045871559633027525,0.0022935779816513763,0.1628440366972477,0.1559633027522936,0.0,0.021788990825688075,3
873.0,2753,2617,4,2,-136,142,137,18,0,1,0.004581901489117984,0.002290950744558992,0.16265750286368844,0.15693012600229095,0.0,0.021764032073310423,3
874.0,2756,2620,4,2,-136,142,137,18,0,1,0.004576659038901602,0.002288329519450801,0.16247139588100687,0.15675057208237986,0.0,0.021739130434782608,3
875.0,2759,2620,4,2,-139,142,137,18,0,1,0.004571428571428572,0.002285714285714286,0.16228571428571428,0.15657142857142858,0.0,0.021714285714285714,3
876.0,2762,2620,4,2,-142,142,138,18,0,1,0.0045662100456621,0.00228310502283105,0.16210045662100456,0.15753424657534246,0.0,0.021689497716894976,3
877.0,2765,2623,4,2,-142,142,138,18,0,1,0.004561003420752566,0.002280501710376283,0.1619156214367161,0.1573546180159635,0.0,0.021664766248574687,3
878.0,2768,2623,4,2,-145,142,138,18,0,1,0.004555808656036446,0.002277904328018223,0.16173120728929385,0.1571753986332574,0.0,0.02164009111617312,3
879.0,2771,2623,4,2,-148,142,139,18,0,1,0.004550625711035267,0.0022753128555176336,0.161547212741752,0.15813424345847554,0.0,0.02161547212741752,3
880.0,2774,2626,4,2,-148,142,139,18,0,1,0.004545454545454545,0.0022727272727272726,0.16136363636363638,0.15795454545454546,0.0,0.02159090909090909,3
881.0,2777,2626,4,2,-151,142,139,18,0,1,0.004540295119182747,0.0022701475595913734,0.1611804767309875,0.15777525539160045,0.0,0.021566401816118047,3
882.0,2780,2626,4,2,-154,142,139,18,0,1,0.0045351473922902496,0.0022675736961451248,0.16099773242630386,0.15759637188208617,0.0,0.021541950113378686,3
883.0,2783,2626,4,2,-157,142,140,18,0,1,0.004530011325028313,0.0022650056625141564,0.16081540203850508,0.15855039637599094,0.0,0.021517553793884484,3
884.0,2786,2629,4,2,-157,142,140,18,0,1,0.004524886877828055,0.0022624434389140274,0.16063348416289594,0.1583710407239819,0.0,0.021493212669683258,3
885.0,2789,2629,4,2,-160,143,140,18,0,1,0.004519774011299435,0.0022598870056497176,0.1615819209039548,0.15819209039548024,0.0,0.021468926553672316,3
886.0,2792,2637,4,2,-155,143,140,18,0,1,0.004514672686230248,0.002257336343115124,0.1613995485327314,0.1580135440180587,0.0,0.02144469525959368,3
887.0,2795,2637,4,2,-158,143,140,18,0,1,0.004509582863585118,0.002254791431792559,0.161217587373168,0.15783540022547915,0.0,0.02142051860202931,3
