No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
4702.0,14714,13435,8,13,827,624,91,0,5,1
4703.0,14717,13435,8,13,827,624,91,0,5,1
4704.0,14720,13435,8,13,827,624,91,0,5,1
4705.0,14723,13435,8,13,827,625,91,0,5,1
4706.0,14726,13438,8,13,828,625,91,0,5,1
4707.0,14729,13446,8,13,828,625,91,0,5,1
4708.0,14732,13446,8,13,828,626,91,0,5,1
4709.0,14735,13449,8,13,828,626,91,0,5,1
4710.0,14738,13449,8,13,828,627,91,0,5,1
4711.0,14741,13452,8,13,828,627,91,0,5,1
4712.0,14744,13452,8,13,829,627,91,0,5,1
4713.0,14747,13460,8,13,829,628,91,0,5,1
4714.0,14750,13463,8,13,830,628,91,0,5,1
4715.0,14753,13471,8,13,830,628,91,0,5,1
4716.0,14756,13471,8,13,830,628,91,0,5,1
4717.0,14759,13471,8,13,830,628,91,0,5,1
4718.0,14762,13471,8,13,830,628,91,0,5,1
4719.0,14765,13471,8,13,830,629,91,0,5,1
4720.0,14768,13474,8,13,830,629,91,0,5,1
4721.0,14771,13474,8,13,830,629,91,0,5,1
4722.0,14774,13474,8,13,830,629,91,0,5,1
4723.0,14777,13474,8,13,830,629,91,0,5,1
4724.0,14780,13474,8,13,831,629,91,0,5,1
4725.0,14783,13482,8,13,832,629,91,0,5,1
4726.0,14786,13490,8,13,832,630,91,0,5,1
4727.0,14789,13493,8,13,832,630,91,0,5,1
4728.0,14792,13493,8,13,832,631,91,0,5,1
4729.0,14795,13496,8,13,833,631,91,0,5,1
4730.0,14798,13504,8,13,834,631,91,0,5,1
4731.0,14801,13512,8,13,834,631,91,0,5,1
4732.0,14804,13512,8,13,835,631,91,0,5,1
4733.0,14807,13520,8,13,835,631,91,0,5,1
4734.0,14810,13520,8,13,835,631,91,0,5,1
4735.0,14813,13520,8,13,835,631,91,0,5,1
4736.0,14816,13520,8,13,835,631,91,0,5,1
4737.0,14819,13520,8,13,835,631,91,0,5,1
4738.0,14822,13520,8,13,835,631,91,0,5,1
4739.0,14825,13520,8,13,835,631,91,0,5,1
4740.0,14828,13520,8,13,835,632,91,0,5,1
4741.0,14831,13523,8,13,835,633,91,0,5,1
4742.0,14834,13526,8,13,835,633,91,0,5,1
4743.0,14837,13526,8,13,835,633,91,0,5,1
4744.0,14840,13526,8,13,835,634,91,0,5,1
4745.0,14843,13529,8,13,835,635,91,0,5,1
4746.0,14846,13532,8,13,835,635,91,0,5,1
4747.0,14849,13532,8,13,835,635,91,0,5,1
4748.0,14852,13532,8,13,835,635,91,0,5,1
4749.0,14855,13532,8,13,835,635,91,0,5,1
4750.0,14858,13532,8,13,836,635,91,0,5,1
4751.0,14861,13540,8,13,836,636,91,0,5,1
4752.0,14864,13543,8,13,836,636,92,0,5,1
4753.0,14867,13545,8,13,836,636,92,0,5,1
4754.0,14870,13545,8,13,837,636,92,0,5,1
4755.0,14873,13553,8,13,837,636,92,0,5,1
4756.0,14876,13553,8,13,838,636,92,0,5,1
4757.0,14879,13561,8,13,838,636,92,0,5,1
4758.0,14882,13561,8,13,838,636,92,0,5,1
4759.0,14885,13561,8,13,838,636,93,0,5,1
4760.0,14888,13563,8,13,838,636,93,0,5,1
4761.0,14891,13563,8,13,838,636,93,0,5,1
4762.0,14894,13563,8,13,838,636,93,0,5,1
4763.0,14897,13563,8,13,838,637,93,0,5,1
4764.0,14900,13566,8,13,838,638,93,0,5,1
4765.0,14903,13569,8,13,839,638,93,0,5,1
4766.0,14906,13577,8,13,839,638,93,0,5,1
4767.0,14909,13577,8,13,840,638,93,0,5,1
4768.0,14912,13585,8,13,840,638,93,0,5,1
4769.0,14915,13585,8,13,841,638,93,0,5,1
4770.0,14918,13593,8,13,841,639,93,0,5,1
4771.0,14921,13596,8,13,842,639,93,0,5,1
4772.0,14924,13604,8,13,842,639,93,0,5,1
4773.0,14927,13604,8,13,842,639,93,0,5,1
4774.0,14930,13604,8,13,842,639,93,0,5,1
4775.0,14933,13604,8,13,842,639,93,0,5,1
4776.0,14936,13604,8,13,842,639,93,0,5,1
4777.0,14939,13604,8,13,842,639,93,0,5,1
4778.0,14942,13604,8,13,842,639,93,0,5,1
4779.0,14945,13604,8,13,842,640,93,0,5,1
4780.0,14948,13607,8,13,842,641,93,0,5,1
4781.0,14951,13610,8,13,843,641,93,0,5,1
4782.0,14954,13618,8,13,843,641,93,0,5,1
4783.0,14957,13618,8,13,844,641,93,0,5,1
4784.0,14960,13626,8,13,844,642,93,0,5,1
4785.0,14963,13629,8,13,844,642,93,0,5,1
4786.0,14966,13629,8,13,845,642,93,0,5,1
4787.0,14969,13637,8,13,845,642,93,0,5,1
4788.0,14972,13637,8,13,845,642,93,0,5,1
4789.0,14975,13637,8,13,845,642,93,0,5,1
4790.0,14978,13637,8,13,845,642,93,0,5,1
4791.0,14981,13637,8,13,845,642,93,0,5,1
4792.0,14984,13637,8,13,845,642,93,0,5,1
4793.0,14987,13637,8,13,845,642,93,0,5,1
4794.0,14990,13637,8,13,845,642,93,0,5,1
4795.0,14993,13637,8,13,845,642,93,0,5,1
4796.0,14996,13637,8,13,845,642,93,0,5,1
4797.0,14999,13637,8,13,845,642,93,0,5,1
4798.0,15002,13637,8,13,846,642,93,0,5,1
4799.0,15005,13645,8,13,846,642,93,0,5,1
4800.0,15008,13645,8,13,846,643,93,0,5,1
4801.0,15011,13648,8,13,846,643,93,0,5,1
4802.0,15014,13648,8,13,846,643,93,0,5,1
4803.0,15017,13648,8,13,846,643,93,0,5,1
4804.0,15020,13648,8,13,847,643,93,0,5,1
4805.0,15023,13656,8,13,848,643,93,0,5,1
4806.0,15026,13664,8,13,848,644,93,0,5,1
4807.0,15029,13667,8,13,848,644,93,0,5,1
4808.0,15032,13667,8,13,848,644,93,0,5,1
4809.0,15035,13667,8,13,848,644,93,0,5,1
4810.0,15038,13667,8,13,848,644,93,0,5,1
4811.0,15041,13667,8,13,848,644,93,0,5,1
4812.0,15044,13667,8,13,849,644,93,0,5,1
4813.0,15047,13675,8,13,849,644,93,0,5,1
4814.0,15050,13675,8,13,849,644,93,0,5,1
4815.0,15053,13675,8,13,849,644,93,0,5,1
4816.0,15056,13675,8,13,849,645,93,0,5,1
4817.0,15059,13678,8,13,849,645,93,0,5,1
4818.0,15062,13678,8,13,849,645,93,0,5,1
4819.0,15065,13678,8,13,850,645,93,0,5,1
4820.0,15068,13686,8,13,850,645,93,0,5,1
4821.0,15071,13686,8,13,850,645,93,0,5,1
4822.0,15074,13686,8,13,850,645,93,0,5,1
4823.0,15077,13686,8,13,851,645,93,0,5,1
4824.0,15080,13694,8,13,851,646,93,0,5,1
4825.0,15083,13697,8,13,851,646,93,0,5,1
4826.0,15086,13697,8,13,851,646,93,0,5,1
4827.0,15089,13697,8,13,851,646,93,0,5,1
4828.0,15092,13697,8,13,851,646,93,0,5,1
4829.0,15095,13697,8,13,851,646,93,0,5,1
4830.0,15098,13697,8,13,851,647,93,0,5,1
4831.0,15101,13700,8,13,851,647,93,0,5,1
4832.0,15104,13700,8,13,851,647,93,0,5,1
4833.0,15107,13700,8,13,851,647,93,0,5,1
4834.0,15110,13700,8,13,851,647,93,0,5,1
4835.0,15113,13700,8,13,851,647,93,0,5,1
4836.0,15116,13700,8,13,851,647,93,0,5,1
4837.0,15119,13700,8,13,851,647,93,0,5,1
4838.0,15122,13700,8,13,852,647,93,0,5,1
4839.0,15125,13708,8,13,852,647,93,0,5,1
4840.0,15128,13708,8,13,852,648,93,0,5,1
4841.0,15131,13711,8,13,852,649,93,0,5,1
4842.0,15134,13714,8,13,852,649,93,0,5,1
4843.0,15137,13714,8,13,852,649,93,0,5,1
4844.0,15140,13714,8,13,852,649,93,0,5,1
4845.0,15143,13714,8,13,852,649,93,0,5,1
4846.0,15146,13714,8,13,852,649,93,0,5,1
4847.0,15149,13714,8,13,852,649,93,0,5,1
4848.0,15152,13714,8,13,852,650,93,0,5,1
4849.0,15155,13717,8,13,852,650,93,0,5,1
4850.0,15158,13717,8,13,852,650,93,0,5,1
4851.0,15161,13717,8,13,852,650,93,0,5,1
4852.0,15164,13717,8,13,852,651,93,0,5,1
4853.0,15167,13720,8,13,852,651,93,0,5,1
4854.0,15170,13720,8,13,852,651,93,0,5,1
4855.0,15173,13720,8,13,852,651,93,0,5,1
4856.0,15176,13720,8,13,852,651,93,0,5,1
4857.0,15179,13720,8,13,852,651,93,0,5,1
4858.0,15182,13720,8,13,852,651,94,0,5,1
4859.0,15185,13722,8,13,852,652,94,0,5,1
4860.0,15188,13725,8,13,852,652,94,0,5,1
4861.0,15191,13725,8,13,852,652,94,0,5,1
4862.0,15194,13725,8,13,852,652,95,0,5,1
4863.0,15197,13727,8,13,852,653,95,0,5,1
4864.0,15200,13730,8,13,852,653,95,0,5,1
4865.0,15203,13730,8,13,853,653,95,0,5,1
4866.0,15206,13738,8,13,853,653,95,0,5,1
4867.0,15209,13738,8,13,853,653,95,0,5,1
4868.0,15212,13738,8,13,853,654,95,0,5,1
4869.0,15215,13741,8,13,853,654,95,0,5,1
4870.0,15218,13741,8,13,853,654,95,0,5,1
4871.0,15221,13741,8,13,853,654,95,0,5,1
4872.0,15224,13741,8,13,853,654,95,0,5,1
4873.0,15227,13741,8,13,853,654,95,0,5,1
4874.0,15230,13741,8,13,853,654,95,0,5,1
4875.0,15233,13741,8,13,853,654,95,0,5,1
4876.0,15236,13741,8,13,853,654,95,0,5,1
4877.0,15239,13741,8,13,853,654,95,0,5,1
4878.0,15242,13741,8,13,853,654,95,0,5,1
4879.0,15245,13741,8,13,854,654,95,0,5,1
4880.0,15248,13749,8,13,854,654,95,0,5,1
4881.0,15251,13749,8,13,854,654,95,0,5,1
4882.0,15254,13749,8,13,854,654,95,0,5,1
4883.0,15257,13749,8,13,855,654,95,0,5,1
4884.0,15260,13757,8,13,855,654,95,0,5,1
4885.0,15263,13757,8,13,855,654,95,0,5,1
4886.0,15266,13757,8,13,856,654,95,0,5,1
4887.0,15269,13765,8,13,856,654,95,0,5,1
4888.0,15272,13765,8,13,857,654,95,0,5,1
4889.0,15275,13773,8,13,857,654,95,0,5,1
4890.0,15278,13773,8,13,857,654,95,0,5,1
4891.0,15281,13773,8,13,857,655,95,0,5,1
4892.0,15284,13776,8,13,857,655,95,0,5,1
4893.0,15287,13776,8,13,857,655,95,0,5,1
4894.0,15290,13776,8,13,857,655,95,0,5,1
4895.0,15293,13776,8,13,857,656,95,0,5,1
4896.0,15296,13779,8,13,858,656,95,0,5,1
4897.0,15299,13787,8,13,858,656,95,0,5,1
4898.0,15302,13787,8,13,858,657,95,0,5,1
4899.0,15305,13790,8,13,858,658,95,0,5,1
4900.0,15308,13793,8,13,858,658,95,0,5,1
4901.0,15311,13793,8,13,858,659,95,0,5,1
4902.0,15314,13796,8,13,858,660,95,0,5,1
4903.0,15317,13799,8,13,858,660,95,0,5,1
4904.0,15320,13799,8,13,859,660,95,0,5,1
4905.0,15323,13807,8,13,859,660,95,0,5,1
4906.0,15326,13807,8,13,859,660,95,0,5,1
4907.0,15329,13807,8,13,859,660,95,0,5,1
4908.0,15332,13807,8,13,859,660,95,0,5,1
4909.0,15335,13807,8,13,859,660,95,0,5,1
4910.0,15338,13807,8,13,859,660,95,0,5,1
4911.0,15341,13807,8,13,860,660,95,0,5,1
4912.0,15344,13815,8,13,861,660,95,0,5,1
4913.0,15347,13823,8,13,862,660,95,0,5,1
4914.0,15350,13831,8,13,862,660,95,0,5,1
4915.0,15353,13831,8,13,862,661,95,0,5,1
4916.0,15356,13834,8,13,862,661,95,0,5,1
4917.0,15359,13834,8,13,863,661,95,0,5,1
4918.0,15362,13842,8,13,863,661,95,0,5,1
4919.0,15365,13842,8,13,864,661,95,0,5,1
4920.0,15368,13850,8,13,864,661,95,0,5,1
4921.0,15371,13850,8,13,865,661,95,0,5,1
4922.0,15374,13858,8,13,865,662,95,0,5,1
4923.0,15377,13861,8,13,865,662,95,0,5,1
4924.0,15380,13861,8,13,866,662,95,0,5,1
4925.0,15383,13869,8,13,866,662,95,0,5,1
4926.0,15386,13869,8,13,866,662,95,0,5,1
4927.0,15389,13869,8,13,866,662,95,0,5,1
4928.0,15392,13869,8,13,866,662,95,0,5,1
4929.0,15395,13869,8,13,866,662,95,0,5,1
4930.0,15398,13869,8,13,866,662,95,0,5,1
4931.0,15401,13869,8,13,866,662,95,0,5,1
4932.0,15404,13869,8,13,866,662,95,0,5,1
4933.0,15407,13869,8,13,866,662,95,0,5,1
4934.0,15410,13869,8,13,867,662,95,0,5,1
4935.0,15413,13877,8,13,867,663,95,0,5,1
4936.0,15416,13880,8,13,867,663,95,0,5,1
4937.0,15419,13880,8,13,867,663,95,0,5,1
4938.0,15422,13880,8,13,867,663,95,0,5,1
4939.0,15425,13880,8,13,867,663,95,0,5,1
4940.0,15428,13880,8,13,868,663,95,0,5,1
4941.0,15431,13888,8,13,868,663,95,0,5,1
4942.0,15434,13888,8,13,868,664,95,0,5,1
4943.0,15437,13891,8,13,868,664,95,0,5,1
4944.0,15440,13891,8,13,868,664,95,0,5,1
4945.0,15443,13891,8,13,868,664,95,0,5,1
4946.0,15446,13891,8,13,868,664,95,0,5,1
4947.0,15449,13891,8,13,868,664,95,0,5,1
4948.0,15452,13891,8,13,868,664,95,0,5,1
4949.0,15455,13891,8,13,869,664,95,0,5,1
4950.0,15458,13899,8,13,869,664,95,0,5,1
4951.0,15461,13899,8,13,869,664,95,0,5,1
4952.0,15464,13899,8,13,869,664,95,0,5,1
4953.0,15467,13899,8,13,869,664,95,0,5,1
4954.0,15470,13899,8,13,869,664,95,0,5,1
4955.0,15473,13899,8,13,869,664,95,0,5,1
4956.0,15476,13899,8,13,869,664,95,0,5,1
4957.0,15479,13899,8,13,869,664,95,0,5,1
4958.0,15482,13899,8,13,869,664,95,0,5,1
4959.0,15485,13899,8,13,869,664,95,0,5,1
4960.0,15488,13899,8,13,869,664,95,0,5,1
4961.0,15491,13899,8,13,869,664,95,0,5,1
4962.0,15494,13899,8,13,869,664,95,0,5,1
4963.0,15497,13899,8,13,869,664,95,0,5,1
4964.0,15500,13899,8,13,869,664,95,0,5,1
4965.0,15503,13899,8,13,869,664,95,0,5,1
4966.0,15504,13899,9,13,869,664,95,0,5,1
4967.0,15523,14011,9,13,869,664,95,0,5,1
4968.0,15526,14011,9,13,869,664,95,0,5,1
4969.0,15529,14011,9,13,870,664,95,0,5,1
4970.0,15532,14019,9,13,871,664,95,0,5,1
4971.0,15535,14027,9,13,872,664,95,0,5,1
4972.0,15538,14035,9,13,873,664,95,0,5,1
4973.0,15541,14043,9,13,873,664,95,0,5,1
4974.0,15544,14043,9,13,873,664,95,0,5,1
4975.0,15547,14043,9,13,873,664,95,0,5,1
4976.0,15550,14043,9,13,873,664,95,0,5,1
4977.0,15553,14043,9,13,873,664,95,0,5,1
4978.0,15556,14043,9,13,874,664,95,0,5,1
4979.0,15559,14051,9,13,874,664,95,0,5,1
4980.0,15562,14051,9,13,874,664,95,0,5,1
4981.0,15565,14051,9,13,874,664,95,0,5,1
4982.0,15568,14051,9,13,874,665,95,0,5,1
4983.0,15571,14054,9,13,875,665,95,0,5,1
4984.0,15574,14062,9,13,876,665,95,0,5,1
4985.0,15577,14070,9,13,876,665,95,0,5,1
4986.0,15580,14070,9,13,877,665,95,0,5,1
4987.0,15583,14078,9,13,878,665,95,0,5,1
4988.0,15586,14086,9,13,878,665,95,0,5,1
4989.0,15589,14086,9,13,879,665,95,0,5,1
4990.0,15592,14094,9,13,879,665,95,0,5,1
4991.0,15595,14094,9,13,880,665,95,0,5,1
4992.0,15598,14102,9,13,881,665,95,0,5,1
4993.0,15601,14110,9,13,881,665,95,0,5,1
4994.0,15604,14110,9,13,881,665,95,0,5,1
4995.0,15607,14110,9,13,881,666,95,0,5,1
4996.0,15610,14113,9,13,881,667,95,0,5,1
4997.0,15613,14116,9,13,881,668,95,0,5,1
4998.0,15616,14119,9,13,881,668,95,0,5,1
4999.0,15619,14119,9,13,881,668,95,0,5,1
5000.0,15622,14119,9,13,881,668,95,0,5,1
5001.0,15625,14119,9,13,881,668,95,0,5,1
5002.0,15628,14119,9,13,881,668,95,0,5,1
5003.0,15631,14119,9,13,881,668,95,0,5,1
5004.0,15634,14119,9,13,881,668,95,0,5,1
5005.0,15637,14119,9,13,881,668,95,0,5,1
5006.0,15640,14119,9,13,881,668,95,0,5,1
5007.0,15643,14119,9,13,881,668,95,0,5,1
5008.0,15646,14119,9,13,881,668,95,0,5,1
5009.0,15647,14119,9,14,881,668,95,0,5,1
5010.0,15692,14413,9,14,881,668,95,0,5,1
5011.0,15695,14413,9,14,881,668,95,0,5,1
5012.0,15698,14413,9,14,882,668,95,0,5,1
5013.0,15701,14421,9,14,882,668,95,0,5,1
5014.0,15704,14421,9,14,882,668,95,0,5,1
5015.0,15707,14421,9,14,882,668,95,0,5,1
5016.0,15710,14421,9,14,883,668,95,0,5,1
5017.0,15713,14429,9,14,883,668,95,0,5,1
5018.0,15716,14429,9,14,884,668,95,0,5,1
5019.0,15719,14437,9,14,885,668,95,0,5,1
5020.0,15722,14445,9,14,886,668,95,0,5,1
5021.0,15725,14453,9,14,886,669,95,0,5,1
5022.0,15728,14456,9,14,886,669,95,0,5,1
5023.0,15731,14456,9,14,886,670,95,0,5,1
5024.0,15734,14459,9,14,886,670,95,0,5,1
5025.0,15737,14459,9,14,886,670,95,0,5,1
5026.0,15740,14459,9,14,886,671,95,0,5,1
5027.0,15743,14462,9,14,886,671,95,0,5,1
5028.0,15746,14462,9,14,886,671,95,0,5,1
5029.0,15749,14462,9,14,886,671,95,0,5,1
5030.0,15752,14462,9,14,886,671,96,0,5,1
5031.0,15755,14464,9,14,886,671,96,0,5,1
5032.0,15758,14464,9,14,886,672,96,0,5,1
5033.0,15761,14467,9,14,886,672,96,0,5,1
5034.0,15764,14467,9,14,887,672,96,0,5,1
5035.0,15767,14475,9,14,888,672,96,0,5,1
5036.0,15770,14483,9,14,888,672,96,0,5,1
5037.0,15773,14483,9,14,888,672,96,0,5,1
5038.0,15776,14483,9,14,888,672,96,0,5,1
5039.0,15779,14483,9,14,888,672,96,0,5,1
5040.0,15782,14483,9,14,888,673,96,0,5,1
5041.0,15785,14486,9,14,888,673,97,0,5,1
5042.0,15788,14488,9,14,888,673,97,0,5,1
5043.0,15791,14488,9,14,889,673,97,0,5,1
5044.0,15794,14496,9,14,889,673,97,0,5,1
5045.0,15797,14496,9,14,889,673,97,0,5,1
5046.0,15800,14496,9,14,890,673,97,0,5,1
5047.0,15803,14504,9,14,890,673,97,0,5,1
5048.0,15806,14504,9,14,890,673,97,0,5,1
5049.0,15809,14504,9,14,890,673,97,0,5,1
5050.0,15812,14504,9,14,890,673,97,0,5,1
5051.0,15815,14504,9,14,890,673,97,0,5,1
5052.0,15818,14504,9,14,891,673,97,0,5,1
5053.0,15821,14512,9,14,891,674,97,0,5,1
5054.0,15824,14515,9,14,891,674,97,0,5,1
5055.0,15827,14515,9,14,891,674,97,0,5,1
5056.0,15830,14515,9,14,891,674,97,0,5,1
5057.0,15833,14515,9,14,891,674,97,0,5,1
5058.0,15836,14515,9,14,892,674,97,0,5,1
5059.0,15839,14523,9,14,892,674,97,0,5,1
5060.0,15842,14523,9,14,892,674,97,0,5,1
5061.0,15845,14523,9,14,892,674,97,0,5,1
5062.0,15848,14523,9,14,892,675,97,0,5,1
5063.0,15851,14526,9,14,892,675,97,0,5,1
5064.0,15854,14526,9,14,892,675,97,0,5,1
5065.0,15857,14526,9,14,892,675,97,0,5,1
5066.0,15860,14526,9,14,892,675,97,0,5,1
5067.0,15863,14526,9,14,892,675,97,0,5,1
5068.0,15866,14526,9,14,892,675,97,0,5,1
5069.0,15869,14526,9,14,892,675,97,0,5,1
5070.0,15872,14526,9,14,892,675,97,0,5,1
5071.0,15875,14526,9,14,893,675,97,0,5,1
5072.0,15878,14534,9,14,893,675,97,0,5,1
5073.0,15881,14534,9,14,894,675,97,0,5,1
5074.0,15884,14542,9,14,894,675,97,0,5,1
5075.0,15887,14542,9,14,894,675,97,0,5,1
5076.0,15890,14542,9,14,895,675,97,0,5,1
5077.0,15893,14550,9,14,895,675,97,0,5,1
5078.0,15896,14550,9,14,896,675,97,0,5,1
5079.0,15899,14558,9,14,896,676,97,0,5,1
5080.0,15902,14561,9,14,896,676,97,0,5,1
5081.0,15905,14561,9,14,896,676,97,0,5,1
5082.0,15908,14561,9,14,896,676,97,0,5,1
5083.0,15911,14561,9,14,896,676,97,0,5,1
5084.0,15914,14561,9,14,896,677,97,0,5,1
5085.0,15917,14564,9,14,897,677,97,0,5,1
5086.0,15920,14572,9,14,897,678,97,0,5,1
5087.0,15923,14575,9,14,897,678,97,0,5,1
5088.0,15926,14575,9,14,897,678,97,0,5,1
5089.0,15929,14575,9,14,897,678,97,0,5,1
5090.0,15932,14575,9,14,898,678,97,0,5,1
5091.0,15935,14583,9,14,898,678,97,0,5,1
5092.0,15938,14583,9,14,898,679,97,0,5,1
5093.0,15941,14586,9,14,898,680,97,0,5,1
5094.0,15944,14589,9,14,898,680,97,0,5,1
5095.0,15947,14589,9,14,898,681,97,0,5,1
5096.0,15950,14592,9,14,899,681,97,0,5,1
5097.0,15953,14600,9,14,899,681,97,0,5,1
5098.0,15956,14600,9,14,900,681,97,0,5,1
5099.0,15959,14608,9,14,901,681,97,0,5,1
5100.0,15962,14616,9,14,901,681,97,0,5,1
5101.0,15965,14616,9,14,901,681,97,0,5,1
5102.0,15968,14616,9,14,902,681,97,0,5,1
5103.0,15971,14624,9,14,902,681,97,0,5,1
5104.0,15974,14624,9,14,902,681,97,0,5,1
5105.0,15977,14624,9,14,902,681,97,0,5,1
5106.0,15980,14624,9,14,902,681,97,0,5,1
5107.0,15983,14624,9,14,902,682,97,0,5,1
5108.0,15986,14627,9,14,902,682,97,0,5,1
5109.0,15989,14627,9,14,903,682,97,0,5,1
5110.0,15992,14635,9,14,903,682,97,0,5,1
5111.0,15995,14635,9,14,903,682,97,0,5,1
5112.0,15998,14635,9,14,903,682,97,0,5,1
5113.0,16001,14635,9,14,903,682,97,0,5,1
5114.0,16004,14635,9,14,903,682,97,0,5,1
5115.0,16007,14635,9,14,903,682,97,0,5,1
5116.0,16010,14635,9,14,903,682,97,0,5,1
5117.0,16013,14635,9,14,903,683,97,0,5,1
5118.0,16016,14638,9,14,904,683,97,0,5,1
5119.0,16019,14646,9,14,904,683,97,0,5,1
5120.0,16022,14646,9,14,904,684,97,0,5,1
5121.0,16025,14649,9,14,904,684,97,0,5,1
5122.0,16028,14649,9,14,904,685,97,0,5,1
5123.0,16031,14652,9,14,904,685,97,0,5,1
5124.0,16034,14652,9,14,904,685,97,0,5,1
5125.0,16037,14652,9,14,905,685,97,0,5,1
5126.0,16040,14660,9,14,906,685,97,0,5,1
5127.0,16043,14668,9,14,906,685,97,0,5,1
5128.0,16046,14668,9,14,906,685,97,0,5,1
5129.0,16049,14668,9,14,906,685,97,0,5,1
5130.0,16052,14668,9,14,906,685,97,0,5,1
5131.0,16055,14668,9,14,907,685,97,0,5,1
5132.0,16058,14676,9,14,907,685,97,0,5,1
5133.0,16061,14676,9,14,907,685,97,0,5,1
5134.0,16064,14676,9,14,908,685,97,0,5,1
5135.0,16067,14684,9,14,908,686,97,0,5,1
5136.0,16070,14687,9,14,908,686,97,0,5,1
5137.0,16073,14687,9,14,908,686,97,0,5,1
5138.0,16076,14687,9,14,908,686,97,0,5,1
5139.0,16079,14687,9,14,908,686,97,0,5,1
5140.0,16082,14687,9,14,908,686,97,0,5,1
5141.0,16085,14687,9,14,908,686,97,0,5,1
5142.0,16088,14687,9,14,909,686,97,0,5,1
5143.0,16091,14695,9,14,909,686,97,0,5,1
5144.0,16094,14695,9,14,909,686,97,0,5,1
5145.0,16097,14695,9,14,909,686,97,0,5,1
5146.0,16100,14695,9,14,909,686,97,0,5,1
5147.0,16103,14695,9,14,909,686,97,0,5,1
5148.0,16106,14695,9,14,909,686,97,0,5,1
5149.0,16109,14695,9,14,909,686,97,0,5,1
5150.0,16112,14695,9,14,909,686,97,0,5,1
5151.0,16115,14695,9,14,909,686,98,0,5,1
5152.0,16118,14697,9,14,910,686,98,0,5,1
5153.0,16121,14705,9,14,910,686,98,0,5,1
5154.0,16124,14705,9,14,910,686,98,0,5,1
5155.0,16127,14705,9,14,910,686,98,0,5,1
5156.0,16130,14705,9,14,910,687,98,0,5,1
5157.0,16133,14708,9,14,910,687,98,0,5,1
5158.0,16136,14708,9,14,910,688,98,0,5,1
5159.0,16139,14711,9,14,910,689,98,0,5,1
5160.0,16142,14714,9,14,910,689,99,0,5,1
5161.0,16145,14716,9,14,910,689,99,0,5,1
5162.0,16148,14716,9,14,910,689,99,0,5,1
5163.0,16151,14716,9,14,911,689,99,0,5,1
5164.0,16154,14724,9,14,911,690,99,0,5,1
5165.0,16157,14727,9,14,911,690,99,0,5,1
5166.0,16160,14727,9,14,911,690,99,0,5,1
5167.0,16163,14727,9,14,911,691,99,0,5,1
5168.0,16166,14730,9,14,911,691,99,0,5,1
5169.0,16169,14730,9,14,912,691,99,0,5,1
5170.0,16172,14738,9,14,912,691,99,0,5,1
5171.0,16175,14738,9,14,912,691,99,0,5,1
5172.0,16178,14738,9,14,912,691,99,0,5,1
5173.0,16181,14738,9,14,912,691,99,0,5,1
5174.0,16184,14738,9,14,913,691,99,0,5,1
5175.0,16187,14746,9,14,913,691,99,0,5,1
5176.0,16190,14746,9,14,913,691,99,0,5,1
5177.0,16193,14746,9,14,913,691,99,0,5,1
5178.0,16196,14746,9,14,914,691,99,0,5,1
5179.0,16199,14754,9,14,914,691,99,0,5,1
5180.0,16202,14754,9,14,914,691,99,0,5,1
5181.0,16205,14754,9,14,914,691,99,0,5,1
5182.0,16208,14754,9,14,914,691,99,0,5,1
5183.0,16211,14754,9,14,914,691,99,0,5,1
5184.0,16214,14754,9,14,914,691,99,0,5,1
5185.0,16217,14754,9,14,914,692,99,0,5,1
5186.0,16220,14757,9,14,914,692,99,0,5,1
5187.0,16223,14757,9,14,914,693,99,0,5,1
5188.0,16226,14760,9,14,914,694,99,0,5,1
5189.0,16229,14763,9,14,914,694,99,0,5,1
5190.0,16232,14763,9,14,914,694,99,0,5,1
5191.0,16235,14763,9,14,914,694,99,0,5,1
5192.0,16238,14763,9,14,914,694,99,0,5,1
5193.0,16241,14763,9,14,915,694,99,0,5,1
5194.0,16244,14771,9,14,915,694,99,0,6,1
5195.0,16245,14772,9,14,915,694,99,0,6,1
5196.0,16246,14772,9,15,915,694,99,0,6,1
5197.0,16291,15066,9,15,915,694,99,0,6,1
5198.0,16294,15066,9,15,915,694,99,0,6,1
5199.0,16297,15066,9,15,915,694,99,0,6,1
5200.0,16300,15066,9,15,915,694,99,0,6,1
5201.0,16303,15066,9,15,916,694,99,0,6,1
5202.0,16306,15074,9,15,916,694,99,0,6,1
5203.0,16309,15074,9,15,916,694,99,0,6,1
5204.0,16312,15074,9,15,916,694,99,0,6,1
5205.0,16315,15074,9,15,917,694,99,0,6,1
5206.0,16318,15082,9,15,917,695,99,0,6,1
5207.0,16321,15085,9,15,918,695,99,0,6,1
5208.0,16324,15093,9,15,918,695,99,0,6,1
5209.0,16327,15093,9,15,918,695,99,0,6,1
5210.0,16330,15093,9,15,918,695,99,0,6,1
5211.0,16333,15093,9,15,918,695,99,0,6,1
5212.0,16336,15093,9,15,918,695,99,0,6,1
5213.0,16339,15093,9,15,918,695,99,0,6,1
5214.0,16342,15093,9,15,918,696,99,0,6,1
